id,guid,question,cevap,explanation,difficulty,category,subcategory
95,550e8400-e29b-41d4-a716-446655440094,"""Osmanlı İmparatorluğu'nun en uzun süre tahtta kalan padişahı, I. Süleyman'dır.""",TRUE,"I. Süleyman, 46 yıl boyunca tahtta kalarak Osmanlı İmparatorluğu'nun en uzun süre tahtta kalan padişahıdır.",Çok zor,Tarih,Osmanlı İmparatorluğu
96,550e8400-e29b-41d4-a716-446655440095,"""İlk defa Karl Marx'ın yazdığı 'Das Kapital', 1867'de yayımlanmıştır.""",TRUE,"Karl Marx, 1867'de 'Das Kapital' adlı eserini yayımlayarak kapitalizm üzerine eleştirilerini sunmuştur.",Çok zor,Tarih,Dünya tarihi
97,550e8400-e29b-41d4-a716-446655440096,"""Tarihteki en eski yazılı hukuk metni, Hammurabi Kanunları'dır.""",TRUE,"Hammurabi Kanunları, MÖ 1754 civarında Babil Kralı Hammurabi tarafından yazılmıştır.",Çok zor,Tarih,Antik
98,550e8400-e29b-41d4-a716-446655440097,"""Flandre'da 1381'de patlak veren isyan, Belçika'da halkın feodal sisteme karşı ilk ayaklanmalarından biriydi.""",TRUE,"1381'de Flandre'da, feodal sisteme karşı halkın isyanı, Avrupa'daki büyük ayaklanmalardan biridir.",Çok zor,Tarih,Orta Çağ
99,550e8400-e29b-41d4-a716-446655440098,"""Çin'in Büyük Duvarı, milattan önce 7. yüzyıldan itibaren yapılmaya başlanmıştır.""",TRUE,"Çin'in Büyük Duvarı, ilk olarak MÖ 7. yüzyılda yapılmaya başlanmış ve ardından çeşitli hanedanlar tarafından genişletilmiştir.",Çok zor,Tarih,Çin tarihi
100,550e8400-e29b-41d4-a716-446655440099,"""İlk Keşifler dönemi, 15. yüzyılda Portekizli denizci Henry'nin teşvikiyle başlamıştır.""",TRUE,"Keşifler dönemi, 15. yüzyılda Henry the Navigator'un Portekiz'deki okullarıyla denizcilik keşiflerini hızlandırmıştır.",Çok zor,Tarih,Dünya tarihi
101,550e8400-e29b-41d4-a716-446655440100,"""Mısır piramitleri, Romalılar tarafından inşa edilmiştir.""",FALSE,"Mısır piramitleri, Romalılar değil, eski Mısırlılar tarafından inşa edilmiştir.",Kolay,Tarih,Antik
102,550e8400-e29b-41d4-a716-446655440101,"""Antik Roma'da kullanılan ilk yazı Arap alfabesiyle yazılmıştır.""",FALSE,"Antik Roma'da kullanılan yazı Latin alfabesiydi, Arap alfabesi daha sonra gelişmiştir.",Kolay,Tarih,Roma İmparatorluğu
103,550e8400-e29b-41d4-a716-446655440102,"""Yunanistan'ın başkenti Selanik'tir.""",FALSE,"Yunanistan'ın başkenti Atina'dır, Selanik ise ikinci büyük şehridir.",Kolay,Tarih,Dünya tarihi
104,550e8400-e29b-41d4-a716-446655440103,"""İlk Amerikan Bağımsızlık Savaşı 1812'de başlamıştır.""",FALSE,İlk Amerikan Bağımsızlık Savaşı 1775-1783 yılları arasında gerçekleşmiştir.,Kolay,Tarih,Dünya tarihi
105,550e8400-e29b-41d4-a716-446655440104,"""Napolyon Bonapart, 19. yüzyılda Osmanlı İmparatorluğu'na savaş açmıştır.""",FALSE,"Napolyon Bonapart, Osmanlı İmparatorluğu'na savaş açmamıştır, daha çok Avrupa'da mücadele etmiştir.",Kolay,Tarih,Dünya tarihi
106,550e8400-e29b-41d4-a716-446655440105,"""İstanbul'da kurulan ilk Türk devleti, Osmanlı İmparatorluğu'dur.""",FALSE,İstanbul'da kurulan ilk Türk devleti Bizans'a son veren ve 1071'de kurulan Selçuklular'dır.,Kolay,Tarih,Osmanlı İmparatorluğu
107,550e8400-e29b-41d4-a716-446655440106,"""Kristof Kolomb, Amerika kıtasına ilk ulaşan kişi olarak bilinir.""",FALSE,"Kristof Kolomb, 1492'de Amerika'ya varmış olsa da, bu topraklara ilk ulaşan Vikinglerdir.",Kolay,Tarih,Keşifler dönemi
108,550e8400-e29b-41d4-a716-446655440107,"""Mahatma Gandhi, 20. yüzyılın başlarında Hindistan'da bağımsızlık mücadelesini kazanan ilk liderdi.""",FALSE,"Mahatma Gandhi Hindistan'da bağımsızlık mücadelesinin simgesi olmuş olsa da, bağımsızlık 1947'de kazanılmıştır.",Kolay,Tarih,Dünya tarihi
109,550e8400-e29b-41d4-a716-446655440108,"""Dünya Savaşları sırasında İspanya, Almanya'nın yanında savaşmıştır.""",FALSE,"İspanya, Birinci ve İkinci Dünya Savaşlarında nötr kalmış, Almanya'nın yanında yer almamıştır.",Kolay,Tarih,Dünya tarihi
110,550e8400-e29b-41d4-a716-446655440109,"""Fransa, 18. yüzyılda Sanayi Devrimi'ni başlatan ilk ülkedir.""",FALSE,"Sanayi Devrimi, İngiltere'de başlamış ve Fransa'yı etkilemiş olsa da ilk kez orada başlamamıştır.",Kolay,Tarih,Dünya tarihi
111,550e8400-e29b-41d4-a716-446655440110,"""Hindistan, 19. yüzyılda İngilizler tarafından bağımsızlık savaşına girmemiştir.""",FALSE,"Hindistan, 19. yüzyılda İngilizlere karşı bağımsızlık mücadelesine girişmiş ve 1947'de bağımsızlık kazanmıştır.",Kolay,Tarih,Dünya tarihi
112,550e8400-e29b-41d4-a716-446655440111,"""Roma İmparatorluğu, 476 yılında Doğu Roma'nın sonuyla sona ermiştir.""",FALSE,"Roma İmparatorluğu Batı Roma'nın düşüşüyle 476'da sona ermiş, Doğu Roma ise 1453'te Osmanlı tarafından fethedilmiştir.",Kolay,Tarih,Roma İmparatorluğu
113,550e8400-e29b-41d4-a716-446655440112,"""Atatürk, 1935'te Cumhurbaşkanlığına seçilmiştir.""",FALSE,"Atatürk, 1923'te Türkiye Cumhuriyeti'nin Cumhurbaşkanı olarak göreve başlamıştır.",Kolay,Tarih,Türkiye tarihi
114,550e8400-e29b-41d4-a716-446655440113,"""Eski Roma'da Gladiator dövüşleri sadece köleler tarafından yapılırdı.""",FALSE,"Gladiator dövüşleri kölelerin yanı sıra, özgür vatandaşlar ve gönüllüler tarafından da yapılmıştır.",Kolay,Tarih,Roma İmparatorluğu
115,550e8400-e29b-41d4-a716-446655440114,"""Aztekler, bugünkü Meksika'nın kuzeyinde bir imparatorluk kurmuşlardır.""",FALSE,"Aztekler, Meksika'nın güneyinde, özellikle bugünkü Meksika'nın Orta ve Güney bölgelerinde egemen olmuşlardır.",Kolay,Tarih,Antik
116,550e8400-e29b-41d4-a716-446655440115,"""İstanbul, Roma İmparatorluğu'nun başkenti olmadan önce İstanbul adıyla bilinirdi.""",FALSE,"İstanbul, Roma İmparatorluğu döneminde Byzantium olarak biliniyordu, şehir adını 330 yılında aldı.",Kolay,Tarih,Roma İmparatorluğu
117,550e8400-e29b-41d4-a716-446655440116,"""Eski Mısır'da firavunlar sadece savaşçı liderlerdi.""",FALSE,"Firavunlar, hem savaşçı hem de dini liderlerdi, sadece savaşçı liderler değildiler.",Kolay,Tarih,Antik
118,550e8400-e29b-41d4-a716-446655440117,"""Grek-Romen dönemi, Roma İmparatorluğu'nun çöküşünden sonra sona ermiştir.""",FALSE,"Grek-Romen dönemi, Roma İmparatorluğu'nun çöküşüyle değil, Roma'nın Helenistik etkisiyle başlamıştır.",Kolay,Tarih,Antik
119,550e8400-e29b-41d4-a716-446655440118,"""İngiltere, Amerikan İç Savaşı sırasında Kuzey'in yanında yer almıştır.""",FALSE,"İngiltere, Amerikan İç Savaşı'nda tarafsız kalmış ve Kuzey'in yanında savaşmamıştır.",Kolay,Tarih,Dünya tarihi
120,550e8400-e29b-41d4-a716-446655440119,"""Çin, 19. yüzyılda Japonya'ya tamamen bağımlı hale gelmiştir.""",FALSE,"19. yüzyılda Çin, Japonya'ya bağımlı değil, özellikle Çin-Japon Savaşları sonucunda Japonya Çin'e egemen olmuştur.",Kolay,Tarih,Çin tarihi
121,550e8400-e29b-41d4-a716-446655440120,"""Alexander the Great, Hindistan'da büyük bir zafer kazanarak orada egemen olmuştur.""",FALSE,"Alexander the Great Hindistan'a girmiş olsa da, kesin zafer kazanamamış ve geri çekilmiştir.",Kolay,Tarih,Antik
122,550e8400-e29b-41d4-a716-446655440121,"""Kanada, 17. yüzyılda İngiltere tarafından tamamen işgal edilmiştir.""",FALSE,"Kanada, 17. yüzyılda İngiltere ve Fransa arasında paylaşılmış, tamamen işgal edilmemiştir.",Kolay,Tarih,Dünya tarihi
123,550e8400-e29b-41d4-a716-446655440122,"""Büyük Selçuklu İmparatorluğu, Anadolu'nun tamamını fethetmiştir.""",FALSE,"Büyük Selçuklu İmparatorluğu Anadolu'nun tamamını fethetmemiş, Anadolu'da bir beylik kurmuştur.",Kolay,Tarih,Türk tarihi
124,550e8400-e29b-41d4-a716-446655440123,"""Tarihteki ilk yazılı anlaşma Sümerler arasında yapılmıştır.""",FALSE,"Tarihteki ilk yazılı anlaşma, Mısır ve Hititler arasında yapılmıştır.",Kolay,Tarih,Antik
125,550e8400-e29b-41d4-a716-446655440124,"""Osmanlı İmparatorluğu, 19. yüzyılda tamamen çökmeden önce birkaç kez yeniden yapılanma sürecine girmiştir.""",FALSE,"Osmanlı İmparatorluğu, 19. yüzyılda birçok reform girişiminde bulunmuş olsa da, çöküşün ardından yeniden yapılanma gerçekleşmemiştir.",Kolay,Tarih,Osmanlı İmparatorluğu
126,550e8400-e29b-41d4-a716-446655440125,"""Sovyetler Birliği, 1991 yılında Çin'e karşı savaş ilan etmiştir.""",FALSE,"Sovyetler Birliği, 1991'de Çin'e karşı savaş ilan etmemiştir; Sovyetler Birliği, 1991'de dağılma sürecine girmiştir.",Normal,Tarih,Soğuk Savaş dönemi
127,550e8400-e29b-41d4-a716-446655440126,"""Albert Einstein, 20. yüzyılda atom bombası tasarımında rol oynamıştır.""",FALSE,"Albert Einstein, atom bombası tasarımında doğrudan rol almadı, ancak bilimsel katkılar sağladı.",Normal,Tarih,Bilim tarihi
128,550e8400-e29b-41d4-a716-446655440127,"""Japonya, II. Dünya Savaşı'nda Almanya'nın müttefiki olarak savaşa girmiştir.""",FALSE,"Japonya, Almanya'nın müttefiki olsa da II. Dünya Savaşı'nda Almanya'nın yanında savaşa girmemiştir.",Normal,Tarih,II. Dünya Savaşı
129,550e8400-e29b-41d4-a716-446655440128,"""Çin, Kore Savaşı sırasında ABD'nin yanında savaşmıştır.""",FALSE,"Çin, Kore Savaşı sırasında Kuzey Kore'nin yanında savaşmıştır, ABD'nin karşısında yer almıştır.",Normal,Tarih,Kore Savaşı
130,550e8400-e29b-41d4-a716-446655440129,"""Napolyon Bonapart, Fransız İhtilali'nden önce Fransa'nın kralı olmuştur.""",FALSE,"Napolyon Bonapart, Fransız İhtilali sırasında yükselmiş, kral olmamıştır.",Normal,Tarih,Fransız İhtilali
131,550e8400-e29b-41d4-a716-446655440130,"""İstanbul'da yapılan Ayasofya, Roma İmparatorluğu döneminde inşa edilmiştir.""",FALSE,"Ayasofya, Bizans İmparatoru I. Justinianus tarafından 537 yılında inşa edilmiştir, Roma İmparatorluğu döneminde değil.",Normal,Tarih,Bizans İmparatorluğu
132,550e8400-e29b-41d4-a716-446655440131,"""Osmanlı İmparatorluğu, I. Dünya Savaşı'nda İtalya'nın yanında savaşa girmiştir.""",FALSE,"Osmanlı İmparatorluğu, I. Dünya Savaşı'nda İtalya'nın karşısında yer almış, Almanya'nın müttefiki olmuştur.",Normal,Tarih,Osmanlı İmparatorluğu
133,550e8400-e29b-41d4-a716-446655440132,"""Amerika Birleşik Devletleri, 1914'te I. Dünya Savaşı'na katılmıştır.""",FALSE,"Amerika Birleşik Devletleri, 1917'de I. Dünya Savaşı'na katılmıştır, 1914'te katılmamıştır.",Normal,Tarih,I. Dünya Savaşı
134,550e8400-e29b-41d4-a716-446655440133,"""Meksika, 19. yüzyılda İngiltere'ye karşı bağımsızlık savaşı yapmıştır.""",FALSE,"Meksika, 19. yüzyılda İspanya'ya karşı bağımsızlık savaşı vermiştir, İngiltere'ye karşı değil.",Normal,Tarih,Meksika tarihi
135,550e8400-e29b-41d4-a716-446655440134,"""Çin Seddi, Antik Roma İmparatorluğu tarafından inşa edilmiştir.""",FALSE,"Çin Seddi, Çin İmparatorluğu tarafından inşa edilmiştir, Roma İmparatorluğu tarafından değil.",Normal,Tarih,Antik Çin
136,550e8400-e29b-41d4-a716-446655440135,"""Hindistan, Britanya İmparatorluğu'na 19. yüzyılın sonlarına kadar bağımlı kalmıştır.""",FALSE,"Hindistan, 1947'de bağımsızlık kazanmıştır, 19. yüzyılın sonunda değil.",Normal,Tarih,Hindistan tarihi
137,550e8400-e29b-41d4-a716-446655440136,"""Fransa, Fransız İhtilali sırasında monarşi sistemini benimsemiştir.""",FALSE,"Fransız İhtilali, monarşi sistemini sona erdirmiş, Cumhuriyetçi bir hükümet şekli benimsenmiştir.",Normal,Tarih,Fransız İhtilali
138,550e8400-e29b-41d4-a716-446655440137,"""Büyük Britanya, II. Dünya Savaşı sırasında tamamen işgal edilmiştir.""",FALSE,"Büyük Britanya, II. Dünya Savaşı sırasında tamamen işgal edilmemiştir, yalnızca Blitz saldırılarına uğramıştır.",Normal,Tarih,II. Dünya Savaşı
139,550e8400-e29b-41d4-a716-446655440138,"""Amerika Birleşik Devletleri, Japonya'ya karşı savaş ilan ettiğinde Sovyetler Birliği de aynı anda savaş ilan etmiştir.""",FALSE,"Sovyetler Birliği, Japonya'ya karşı savaş ilan etmemiştir, Amerika Birleşik Devletleri'nin savaşa girmesinin ardından Sovyetler Japonya'ya karşı 1945'te savaş ilan etmiştir.",Normal,Tarih,II. Dünya Savaşı
140,550e8400-e29b-41d4-a716-446655440139,"""Mahatma Gandhi, Hindistan'ın bağımsızlık mücadelesinde şiddet kullanarak direnmiştir.""",FALSE,"Mahatma Gandhi, Hindistan'ın bağımsızlık mücadelesinde şiddetsiz direniş ilkesini benimsemiştir.",Normal,Tarih,Hindistan tarihi
141,550e8400-e29b-41d4-a716-446655440140,"""İngiltere, Fransız İhtilali'ne karşı savaş açmıştır.""",FALSE,"İngiltere, Fransız İhtilali'ne karşı doğrudan savaş açmamış, ancak savaşların etkilerini hissetmiştir.",Normal,Tarih,Fransız İhtilali
142,550e8400-e29b-41d4-a716-446655440141,"""Mısır piramitleri, Roma İmparatorluğu döneminde inşa edilmiştir.""",FALSE,"Mısır piramitleri, Roma İmparatorluğu döneminden çok daha önce, Eski Mısır döneminde inşa edilmiştir.",Normal,Tarih,Antik Mısır
143,550e8400-e29b-41d4-a716-446655440142,"""Napolyon Bonapart, Fransa'dan önce İngiltere'de doğmuştur.""",FALSE,"Napolyon Bonapart, 1769 yılında Korsika adasında doğmuştur, İngiltere'de değil.",Normal,Tarih,Napolyon dönemi
144,550e8400-e29b-41d4-a716-446655440143,"""Roma İmparatorluğu'nun başkenti Konstantinopolis, Osmanlı İmparatorluğu tarafından fethedilmiştir.""",FALSE,"Roma İmparatorluğu'nun başkenti Konstantinopolis, Bizans İmparatorluğu tarafından kurulmuş ve Osmanlı İmparatorluğu tarafından fethedilmiştir.",Normal,Tarih,Roma İmparatorluğu
145,550e8400-e29b-41d4-a716-446655440144,"""Vikingler, Kuzey Amerika'yı ilk keşfeden Avrupa halkıdır.""",FALSE,"Vikingler Kuzey Amerika'ya 11. yüzyılda gitmiş, ancak kesin yerleşim bulunmamaktadır.",Normal,Tarih,Keşifler dönemi
146,550e8400-e29b-41d4-a716-446655440145,"""Çin Seddi, tarihte yalnızca bir kez inşa edilmiştir.""",FALSE,"Çin Seddi, farklı zaman dilimlerinde çeşitli imparatorluklar tarafından inşa edilmiştir.",Normal,Tarih,Antik Çin
147,550e8400-e29b-41d4-a716-446655440146,"""İstanbul, Bizans İmparatorluğu'nun başkentidir.""",FALSE,"İstanbul, Bizans İmparatorluğu'nun başkenti olmuştur, ancak Roma İmparatorluğu'nun da başkenti olmuştur.",Normal,Tarih,Bizans İmparatorluğu
148,550e8400-e29b-41d4-a716-446655440147,"""Osmanlı İmparatorluğu, Avusturya-Macaristan İmparatorluğu ile II. Dünya Savaşı'na girmiştir.""",FALSE,"Osmanlı İmparatorluğu, II. Dünya Savaşı sırasında mevcut değildi, 1922'de sona erdi.",Normal,Tarih,Osmanlı İmparatorluğu
149,550e8400-e29b-41d4-a716-446655440148,"""Amerika, 19. yüzyılda Fransızlara karşı savaş ilan etmiştir.""",FALSE,"Amerika Birleşik Devletleri, 19. yüzyılda Fransızlara karşı savaş ilan etmemiştir.",Normal,Tarih,Amerikan tarihi
150,550e8400-e29b-41d4-a716-446655440149,"""Sovyetler Birliği, 1980’lerde Afganistan’a asker gönderdi.""",FALSE,"Sovyetler Birliği, 1979'da Afganistan’a asker göndermiştir, 1980'lerde değil.",Normal,Tarih,Soğuk Savaş dönemi
151,550e8400-e29b-41d4-a716-446655440150,"""Mısır, II. Dünya Savaşı’nda Almanya’nın müttefiki olmuştur.""",FALSE,"Mısır, II. Dünya Savaşı’nda Almanya’nın müttefiki olmamıştır, Britanya'nın müttefiki olmuştur.",Normal,Tarih,II. Dünya Savaşı
152,550e8400-e29b-41d4-a716-446655440151,"""Amerika, 1865’te İç Savaş’ı kazanmıştır.""",FALSE,"Amerika Birleşik Devletleri, 1865’te İç Savaş'ı sona erdirmiştir, kazanmış değil.",Normal,Tarih,Amerikan İç Savaşı
153,550e8400-e29b-41d4-a716-446655440152,"""Maya uygarlığı, Antik Roma döneminde varlık göstermiştir.""",FALSE,"Maya uygarlığı, Roma İmparatorluğu döneminden bağımsız olarak, MÖ 2000 ile MS 1500 arasında varlık göstermiştir.",Normal,Tarih,Antik Amerika
154,550e8400-e29b-41d4-a716-446655440153,"""Napolyon Bonapart, İspanya'da hükümet kurmuştur.""",FALSE,"Napolyon, İspanya'da hükümet kurmamış, ancak İspanya'yı işgal etmiştir.",Normal,Tarih,Napolyon dönemi
155,550e8400-e29b-41d4-a716-446655440154,"""Fransa, 18. yüzyılda, Amerika'da köle ticaretini yasaklamıştır.""",FALSE,"Fransa, 18. yüzyılda köle ticaretini yasaklamamıştır, aksine köle ticaretine dahil olmuştur.",Normal,Tarih,Fransız tarihi
156,550e8400-e29b-41d4-a716-446655440155,"""Antik Mısır'da hükümdar olan Firavun, halkla eşit haklara sahipti.""",FALSE,"Antik Mısır'da Firavun, halktan çok daha üstün bir konumda olup, yönetici bir otoriteye sahipti.",Zor,Tarih,Antik Mısır
157,550e8400-e29b-41d4-a716-446655440156,"""Julius Caesar, Roma İmparatoru olmadan önce Roma Cumhuriyeti'ni yıkmıştır.""",FALSE,"Julius Caesar Roma Cumhuriyeti'ni yıkmamış, İmparator olmadan önceki süreçte bir liderdi.",Zor,Tarih,Roma İmparatorluğu
158,550e8400-e29b-41d4-a716-446655440157,"""Çin Seddi, MÖ 15. yüzyılda inşa edilmeye başlanmıştır.""",FALSE,"Çin Seddi, MÖ 7. yüzyılda inşa edilmeye başlanmış, MÖ 15. yüzyılda değil.",Zor,Tarih,Çin tarihi
159,550e8400-e29b-41d4-a716-446655440158,"""Aztekler, Avrupalılarla ilk teması 16. yüzyılda gerçekleştirmiştir.""",FALSE,"Aztekler, Avrupalılarla 16. yüzyılda değil, 1519 yılında Hernán Cortés'in keşfiyle temas kurmuştur.",Zor,Tarih,Antik Amerika
160,550e8400-e29b-41d4-a716-446655440159,"""Rönesans, 14. yüzyılda İtalya'da başlamış ve tüm Avrupa'ya yayılmıştır.""",FALSE,"Rönesans, 14. yüzyılda değil, 15. yüzyılda İtalya'da başlamış ve Avrupa'ya yayılmıştır.",Zor,Tarih,Rönesans
161,550e8400-e29b-41d4-a716-446655440160,"""Karakurum, Osmanlı İmparatorluğu'nun başkenti olmuştur.""",FALSE,"Karakurum, Osmanlı İmparatorluğu'nun başkenti olmamıştır, Moğolların başkentidir.",Zor,Tarih,Osmanlı İmparatorluğu
162,550e8400-e29b-41d4-a716-446655440161,"""Rusya'nın İmparatorluğu, 20. yüzyılda Komünizmle son bulmuştur.""",FALSE,"Rusya'nın İmparatorluğu, 1917'deki Bolşevik Devrimi ile son bulmuş, Komünizmle değil.",Zor,Tarih,Rus tarihi
163,550e8400-e29b-41d4-a716-446655440162,"""İspanyol İmparatorluğu, 17. yüzyılda batmaya başlamış ve 18. yüzyılda yok olmuştur.""",FALSE,"İspanyol İmparatorluğu'nun çöküşü 17. yüzyılın sonlarına doğru başlamış, ancak 18. yüzyılda hala varlık göstermeye devam etmiştir.",Zor,Tarih,İspanyol İmparatorluğu
164,550e8400-e29b-41d4-a716-446655440163,"""Germen Kavimleri, 6. yüzyılda Roma İmparatorluğu'nu sona erdirmiştir.""",FALSE,"Germen Kavimleri, Roma İmparatorluğu'nu 476 yılında sona erdiren Batı Roma İmparatorluğu'nun çöküşüne neden olmuşlardır.",Zor,Tarih,Antik Roma
165,550e8400-e29b-41d4-a716-446655440164,"""Büyük İskender, Pers İmparatorluğu'nu MÖ 3. yüzyılda fethetmiştir.""",FALSE,"Büyük İskender, Pers İmparatorluğu'nu MÖ 4. yüzyılda fethetmiştir, MÖ 3. yüzyılda değil.",Zor,Tarih,Antik Yunan
166,550e8400-e29b-41d4-a716-446655440165,"""Fransız Devrimi 1789'da sona ermiştir.""",FALSE,"Fransız Devrimi, 1799'da sona ermiştir, 1789'da değil.",Zor,Tarih,Fransız Devrimi
167,550e8400-e29b-41d4-a716-446655440166,"""Kutsal Roma Cermen İmparatorluğu, 12. yüzyılda kurulmuştur.""",FALSE,"Kutsal Roma Cermen İmparatorluğu, 9. yüzyılda kurulmuştur, 12. yüzyılda değil.",Zor,Tarih,Orta Çağ Avrupa
168,550e8400-e29b-41d4-a716-446655440167,"""Mekke'deki Kâbe, 7. yüzyılda inşa edilmiştir.""",FALSE,"Kâbe'nin inşası, İslam'a göre MÖ 2. binyılda başlamıştır, 7. yüzyılda değil.",Zor,Tarih,İslam tarihi
169,550e8400-e29b-41d4-a716-446655440168,"""Napolyon Bonapart, 1804’te İspanya’da tahta çıkmıştır.""",FALSE,"Napolyon Bonapart, 1804’te Fransa'da tahta çıkmıştır, İspanya'da değil.",Zor,Tarih,Napolyon dönemi
170,550e8400-e29b-41d4-a716-446655440169,"""Mısır Piramitleri, MÖ 3. binyılda inşa edilmiştir.""",FALSE,"Mısır Piramitleri, MÖ 4. binyılda inşa edilmeye başlanmıştır, MÖ 3. binyılda değil.",Zor,Tarih,Antik Mısır
